timestamp,network,station,channel,location,peak_ratio,duration,peak_amplitude,rms_amplitude,dominant_frequency,spectral_centroid,is_significant,magnitude_estimate,amplitude_ratio,freq_amplitude_product,duration_ratio
1735000023000,US,COLA,BHZ,0,24.33433963880346,15.748366721462617,3.391315955772249e-05,4.139020188514014e-05,10.929055408349562,1.694663654437767,1,-6.939263493604436,0.8193503795124026,0.0003706387998785486,383.226104556501
1735000024000,US,MAJO,BHZ,0,23.71812924960898,56.06726509815776,6.601979958524847e-06,3.3818060480105245e-05,13.987395441506974,1.635046179234816,1,-8.360651596762484,0.19521996066015182,9.234450437679084e-05,1329.8106402701965
1735000025000,US,COLA,BHZ,0,12.906926983121666,38.617357005825625,3.801818365426855e-05,4.13053471388428e-05,8.150025612446402,2.838868339013547,1,-6.8400172714046725,0.9204157390301442,0.00030984917052097983,498.43140715533326
1735000026000,US,COLA,BHZ,0,21.82698097275421,90.39030614788028,9.450040968673604e-05,2.015111202926997e-05,4.254111984500524,7.1233624378779545,1,-6.049132617387757,4.6895645556938526,0.00040201532538855316,1972.9474924112108
1735000027000,US,TAU,BHZ,0,21.42463616630662,117.94267995469713,6.453170533255726e-05,8.237690050088614e-06,1.2659869522884688,1.9023180955144925,1,-6.380453715912095,7.833618596757402,8.16962969599417e-05,2526.879006508531
1735000028000,US,ANMO,BHZ,0,9.33931088459488,38.21830686886726,6.747643571805349e-05,3.7028571896180815e-05,11.028230346515832,6.039977618392124,0,-6.341695732096587,1.822275341314985,0.0007441456760605623,356.9326493311993
1735000029000,US,ANMO,BHZ,0,21.065055905465577,81.95920616214819,6.359593321012635e-05,1.834348800450692e-05,2.2588934710802446,1.7081593372917223,1,-6.393141310868938,3.466929871871369,0.00014365643831560973,1726.4752597732304
1735000030000,IU,TAU,BHZ,0,2.8511755984563303,31.790739603571414,2.0700221756984244e-05,3.372790584884206e-05,4.890239359943524,5.361964976234778,0,-7.368050004031216,0.6137398650176917,0.00010122903919556364,90.64098101458208
1735000031000,IU,MAJO,BHZ,0,15.71420720508722,72.18632800287709,4.2415052546125735e-05,1.38968751280974e-05,8.220828164316512,3.4924710938340136,1,-6.744959981267659,3.0521068185816542,0.0003486868585621552,1134.3509156116006
1735000032000,US,ANMO,BHZ,0,7.29020325761717,61.032573535716985,7.53430400379685e-05,4.520866922930297e-06,8.684040522806342,6.522397740761069,0,-6.245913720612778,16.665249120896988,0.0006542820128011391,444.9398664108435
1735000033000,US,COLA,BHZ,0,4.773038372877412,116.92058625946908,1.1035916857762757e-05,4.963279887664429e-05,9.208456356313471,2.635833141777545,0,-7.914383160124535,0.2223508420330435,0.00010162375873661245,558.0664447957694
1735000034000,US,ANMO,BHZ,0,3.769923637471811,76.93799999661132,2.850742483288152e-05,8.231974642564665e-06,2.910702290070659,5.474412805729719,0,-7.090084024264384,3.462969672976649,8.297662674508542e-05,290.05038480703115
1735000035000,IU,COLA,BHZ,0,18.01464184519721,48.445700929550064,2.835559173811951e-05,4.942683920119231e-05,6.006192369913907,2.6497777420311945,1,-7.094722570434785,0.5736869852025046,0.00017030913874188723,872.7319511853821
1735000036000,US,MAJO,BHZ,0,9.817124166665522,22.55053633767267,4.37698738318561e-05,4.8875356662039145e-05,9.449316293196016,5.995621981785076,0,-6.717649410507272,0.8955389232373459,0.0004135953819504918,221.3814152518354
1735000037000,IU,TAU,BHZ,0,18.669635745161514,26.6371511608428,9.805650535327633e-05,3.9793996143447965e-05,14.56237353718988,7.115746241925241,1,-6.017047177366971,2.464096809732948,0.0014279354587058688,497.3059094617413
1735000038000,IU,ANMO,BHZ,0,3.5031958383756745,34.78486229463586,7.682752121698373e-06,3.314143662305888e-05,11.050651496645486,1.8876125938873205,0,-8.228966357550725,0.2318164124095847,8.48994162320024e-05,121.85818482903925
1735000039000,IU,TAU,BHZ,0,9.251677770104038,37.60633274743278,5.235139844367891e-05,2.910144898742869e-05,13.87775447786239,7.066169820168525,0,-6.562143425362402,1.7989213724085171,0.000726519854174123,347.9216726945594
1735000040000,IU,ANMO,BHZ,0,14.408299724632757,103.56776636252516,1.875710351920884e-05,4.337202649620282e-05,11.552074845555568,5.155026780900085,1,-7.453668449477265,0.43246907713531185,0.00021668346373973426,1492.235419562001
1735000041000,IU,COLA,BHZ,0,20.18663279129616,71.73450671107774,9.709697799556468e-05,1.4827256320164657e-05,9.079896048939808,1.889773436069168,1,-6.025588573351328,6.548502369469356,0.0008816304668659233,1448.0781454412963
1735000042000,US,TAU,BHZ,0,9.331307567437609,67.5730002511803,1.2217046968018957e-05,2.3650220018001413e-05,3.284338852476996,3.992792987517984,0,-7.826067512978934,0.5165700488923602,4.0124922019600945e-05,630.5444485983022
1735000043000,US,ANMO,BHZ,0,16.39550165805121,22.624575905613924,4.095649923379754e-05,3.115980348364185e-05,10.16694195244144,2.126022054395685,1,-6.775354343733349,1.3143974998285426,0.0004164023502852319,370.94127177319854
1735000044000,US,COLA,BHZ,0,22.377488209432304,104.61536626843784,7.405061349862602e-05,2.085392855553981e-05,9.539003706418653,5.902435222065987,1,-6.260942678121758,3.55090208596433,0.0007063690766259687,2341.0291251974095
1735000045000,US,TAU,BHZ,0,16.164853328193004,89.50957335293322,7.075088837471709e-05,2.1660579477468264e-05,9.235802971630363,6.312076940925648,1,-6.30053620520974,3.2663282076775633,0.0006534412650967003,1446.9091247192985
1735000046000,US,TAU,BHZ,0,7.358067919333576,17.443519809000172,4.285013505249929e-05,1.6849091041353178e-05,7.601895085829491,1.7405756419095928,0,-6.736095609910375,2.5431568166882124,0.00032574223108272437,128.3506035068639
1735000047000,IU,ANMO,BHZ,0,2.5612179758003744,87.86186069527456,3.530589262731911e-05,2.8429474925884534e-05,8.165520757844497,4.54297896886251,0,-6.904305607810521,1.2418719843459154,0.0002882909991226032,225.03337700000557
1735000048000,US,ANMO,BHZ,0,22.012274099721388,69.78920390769107,4.036362547673419e-05,4.260343913674824e-05,5.349416643212509,6.70237539218142,1,-6.788019664363535,0.9474242350424361,0.0002159218499056383,1536.219085617443
1735000049000,US,ANMO,BHZ,0,2.489196449558904,18.989788032145608,2.716335005270529e-05,1.0475654711312488e-05,8.030034043313396,7.553141290856976,0,-7.132033339204028,2.5929730889338516,0.00021812262565366222,47.26931294749301
1735000050000,IU,COLA,BHZ,0,22.118138471736582,60.41307056815221,2.1327960931973185e-05,4.675443541829535e-05,3.3645606323379345,4.59462506719239,1,-7.342101326918572,0.45616881316774704,7.175921771975846e-05,1336.2246603291844
1735000051000,US,ANMO,BHZ,0,14.165554082625876,63.316591584305165,4.882093005833011e-05,3.460983886053737e-05,12.175028761725462,7.6519545652798495,1,-6.622787902711352,1.410604342731049,0.0005943962276343563,896.9146024150092
1735000052000,IU,TAU,BHZ,0,23.59855706579661,28.23519941796033,2.758484185069313e-05,4.12520240276615e-05,3.1937658431312634,4.749822793192209,1,-7.118659003189041,0.6686890069514042,8.80995256909215e-05,666.3099647288841
1735000053000,US,TAU,BHZ,0,20.372014422794305,114.02679617003103,2.945870482482776e-05,2.8031439285185576e-05,1.732011203397263,3.759333462199356,1,-7.06157270234559,1.0509128494558424,5.102280679417468e-05,2322.9555361608986
1735000054000,IU,ANMO,BHZ,0,24.952484542266763,103.49729086287282,6.601885028398115e-05,3.908607672049114e-05,6.8255673821787815,6.937421899870269,1,-6.360664086326789,1.689058788125737,0.00045061611110728617,2582.514550422321
1735000055000,US,ANMO,BHZ,0,10.066371755389332,83.59245710620192,9.688519583828932e-05,1.301919668303627e-06,10.045457872837895,4.450878973206623,1,-6.027485157083653,74.41146873343236,0.0009732561532951846,841.4727491774653
1735000056000,US,MAJO,BHZ,0,19.64533064541592,60.85251171006679,6.076008285537814e-05,4.1009831026587e-05,6.84689396153635,4.303317573951661,1,-6.43276328516791,1.4815943683491442,0.00041601784440493684,1195.4677131483063
1735000057000,IU,TAU,BHZ,0,11.24441101301257,55.294209574295934,8.620967239431663e-06,2.4868735247256425e-06,4.512934913293975,4.432187425868798,1,-8.128888010535718,3.4664491413846914,3.8905864041194734e-05,621.7508190930383
1735000058000,IU,COLA,BHZ,0,13.037139266989904,81.60708138660496,8.482777771552632e-06,4.4550712129961695e-05,8.593482166411391,6.927495013088217,1,-8.142923820647763,0.19040680441036723,7.28965995014685e-05,1063.9228852097483
1735000059000,IU,MAJO,BHZ,0,16.432625654022512,69.99750563475959,9.519089886371104e-05,4.9602155988312847e-05,5.531533863476899,6.823590791816365,1,-6.042809144454051,1.9190840611390674,0.0005265516805594224,1150.2428068113359
1735000060000,IU,ANMO,BHZ,0,22.09457362628579,16.850041647007416,3.0431788240426032e-05,1.5056339377750504e-05,14.02658150683618,3.8246399470814794,1,-7.0333450535399376,2.0211809364036153,0.0004268539581531145,372.2944857757872
1735000061000,IU,ANMO,BHZ,0,24.63391979158379,66.37529136473648,1.011463162216507e-05,1.0910768536146788e-05,13.878354524251796,3.333099019093675,1,-7.990099859473801,0.9270235076755023,0.00014037444353461487,1635.0836036219227
1735000062000,IU,TAU,BHZ,0,19.67028851888392,98.70439789561236,6.030541412788778e-05,3.838548651097301e-05,7.784391389595384,4.443496168273905,1,-6.439287391629694,1.5710431859794225,0.0004694409464831134,1941.5439846894137
1735000063000,IU,ANMO,BHZ,0,11.608635989848676,60.51638653566538,6.274122905073635e-05,1.3024803875552536e-05,5.254317913264749,5.009407568159763,1,-6.40489395614347,4.817020505502561,0.00032966236370153063,702.5127027135189
1735000064000,IU,COLA,BHZ,0,11.691211052372614,15.715223530969524,6.520197719175013e-05,4.334533796702408e-05,11.188420002371268,2.668360474395979,1,-6.371478468951889,1.5042408209453055,0.0007295071058063323,183.72999503577708
1735000065000,US,TAU,BHZ,0,18.964392936544503,96.49060193224364,2.7472800757896596e-05,5.590708311795098e-06,1.0323376805044662,6.557685593009135,1,-7.122194126976424,4.913922857976797,2.836120741136831e-05,1829.8856897267685
1735000066000,US,ANMO,BHZ,0,7.491874352670954,32.15001603495718,2.4959577372330287e-06,6.734782220778235e-06,7.384150587632943,4.40537936012696,0,-9.205525545224322,0.3706015421520784,1.843052779209626e-05,240.86388057025565
1735000067000,IU,TAU,BHZ,0,4.540904602022077,38.448291837684266,9.653652157599272e-05,4.896800197748047e-05,5.376689216919837,3.338318838939717,0,-6.030616707648864,1.9714164461671007,0.0005190468745965892,174.59002534562833
1735000068000,US,ANMO,BHZ,0,10.15630962573786,28.11769887755255,2.5838411523419148e-05,3.385502546436523e-05,13.847770333987045,1.7477469507479344,1,-7.1754683782439095,0.763205309949768,0.0003578043885713527,285.57205576368557
1735000069000,US,ANMO,BHZ,0,8.606496808043879,46.32365713586473,6.79266025172022e-05,4.242091760923317e-05,0.6740438954538969,2.6719161228252486,0,-6.33592021391971,1.6012487758525058,4.578551176564345e-05,398.68440727673885
1735000070000,US,ANMO,BHZ,0,8.815086770487772,93.24266562574984,7.095635711799224e-05,1.655430417890014e-05,8.51581569791606,7.644968202291886,0,-6.298017378352812,4.28625254954398,0.0006042512598123363,821.9421882025623
1735000071000,US,COLA,BHZ,0,7.372978274147929,67.13244454543312,6.139073429086908e-05,3.398594560126992e-05,11.239621925466077,3.135697807736686,0,-6.423794344037079,1.8063512010522094,0.0006900086431561143,494.96605512391903
1735000072000,IU,COLA,BHZ,0,2.968143361636323,32.53694015657838,3.197783202715117e-05,2.991497045177556e-05,7.532760819098598,2.182015025569247,0,-6.990301966142718,1.0689539267073054,0.00024088136017384065,96.57430293370643
1735000073000,US,TAU,BHZ,0,2.4111004988685174,106.56130859672449,2.7838529122642518e-05,3.035593094608588e-05,1.738343937359464,4.224709541584952,0,-7.110707429703071,0.9170674905453023,4.83929383253505e-05,256.93002431764444
1735000074000,IU,ANMO,BHZ,0,24.717614963928725,106.7540040446682,6.0169159987567607e-05,3.428535674711722e-05,14.600690155404582,3.149614203521741,1,-6.44125210316961,1.7549470153296625,0.0008785112618894417,2638.7043678337986
1735000075000,US,ANMO,BHZ,0,11.838782075924836,105.76362675506076,8.674346772755747e-05,2.898027906989038e-05,8.01115125495342,1.246114751898359,1,-6.123526440260156,2.993179196116208,0.0006949150403446335,1252.1125287126176
1735000076000,US,COLA,BHZ,0,10.83951288467268,36.26758325196932,9.472663916341616e-05,2.1738587280481964e-05,9.405700542625665,3.2620165209559207,1,-6.047055741787283,4.357514229871014,0.000890970401380449,393.1229359556605
1735000077000,US,ANMO,BHZ,0,17.631887501940607,59.63632785990869,1.1484674635972007e-05,1.415817337183707e-05,3.930841849258856,4.80876036757628,1,-7.8797626079563745,0.8111635037939547,4.5144439684200486e-05,1051.5010238547566
1735000078000,IU,COLA,BHZ,0,7.019839420896476,118.34886217549628,1.6328032647174267e-05,3.85447758802035e-05,7.510722234048655,4.861986604139768,0,-7.574132279877277,0.42361098004106645,0.00012263531784140408,830.7900081177927
1735000079000,US,ANMO,BHZ,0,23.849107230855186,94.92137239409894,9.452888961952488e-05,1.1700485285157716e-05,6.722667633395667,3.495912448238221,1,-6.048870887004284,8.078988128861855,0.0006354863066660116,2263.7899887268027
1735000080000,IU,TAU,BHZ,0,20.085935331557696,12.98841633481158,7.391698760514446e-05,3.4771538154643504e-05,1.5859897090287642,4.131119293768204,1,-6.262511481117056,2.1257838723733924,0.00011723158166416584,260.884490560373
1735000081000,US,ANMO,BHZ,0,4.0564530531819685,17.172505038654126,8.841638865814754e-05,1.204997472114167e-05,2.039325126438275,7.758625427643365,0,-6.106934455401083,7.337414140928301,0.00018030976297949238,69.65946049483127
1735000082000,IU,ANMO,BHZ,0,11.604357843053352,61.03245144935661,2.106063077939897e-05,3.145384341274547e-05,12.643351534472233,3.641439340612181,1,-7.3530572511149455,0.6695704415512167,0.0002662769584816671,708.2424066571142
1735000083000,US,MAJO,BHZ,0,22.219721073929787,110.01422264477162,5.917100123983079e-05,3.748037422288693e-05,3.9773893069955584,2.807587692819881,1,-6.455782163820334,1.5787153835876184,0.0002353461076155239,2444.4853413320357
1735000084000,IU,COLA,BHZ,0,23.72883651270244,69.25719777479856,7.041281984732989e-05,1.1326337500873692e-05,3.326894936730143,2.704269308467321,1,-6.304696525974682,6.2166784429701245,0.00023425605383097355,1643.392723326094
1735000085000,IU,ANMO,BHZ,0,12.750234758747004,64.75937588377192,6.83310766592503e-05,3.46719339263476e-06,7.821216043127019,4.20435228892894,1,-6.330763472516647,19.707324682820172,0.0005344321130114707,825.6972453480313
1735000086000,US,ANMO,BHZ,0,16.108461951846277,21.602106995229363,4.140701739580311e-05,6.9832002782116175e-06,11.646833404756435,6.316641041018609,1,-6.7658521023951685,5.929433898896756,0.0004822606333967705,347.9767186123645
1735000087000,IU,MAJO,BHZ,0,5.8417807601177305,82.24581151967234,2.52409427743954e-06,3.049684987991576e-05,1.3982245193953249,2.4419172893193126,0,-9.195788855585525,0.0827654662967401,3.5292505079813905e-06,480.4619993358911
1735000088000,US,MAJO,BHZ,0,24.79687840115046,100.4313476660248,5.870967962362205e-05,4.254759710817391e-05,8.86371483475471,5.965072889985376,1,-6.4625805790870405,1.3798556352969626,0.0005203858582235951,2490.3839157380835
1735000089000,US,COLA,BHZ,0,7.328449131819198,51.84620082583186,2.605705237878127e-05,2.727342651153506e-06,2.228551421188314,1.148048763445914,0,-7.168149428055228,9.553657294228008,5.806948111071133e-05,379.9522454301913
1735000090000,US,MAJO,BHZ,0,23.68283080510789,95.31730360178602,4.557517036814614e-05,3.684048732256149e-05,1.0286852369714676,3.932530845887622,1,-6.682543398398854,1.2370913082657484,4.688250493017142e-05,2257.383574000199
1735000091000,US,TAU,BHZ,0,16.941872926824473,116.09243192908929,9.580052049329791e-05,1.739527297452758e-05,1.2647873063521522,6.431055456419508,1,-6.037264262704015,5.507241531042806,0.00012116728226185243,1966.823229508651
1735000092000,US,MAJO,BHZ,0,15.97794628221376,32.4143105040458,4.050449644660104e-05,2.4187154311016365e-05,12.5953795690224,3.37113069042102,1,-6.784993525247067,1.6746215145285341,0.0005101695069970592,517.914112008641
1735000093000,US,TAU,BHZ,0,13.791835753379695,67.56625943142154,8.414035905977825e-05,4.64785477173555e-05,2.210601012606893,4.946159710117796,1,-6.149991278021748,1.8103013575491693,0.00018600076293865336,931.8627525484077
1735000094000,US,COLA,BHZ,0,7.30540566950845,41.58517538930331,1.9665519969175863e-05,1.693258948442435e-05,1.154694783978233,2.434854629781376,0,-7.412589132146058,1.161393763658474,2.270767333262715e-05,303.79657605651965
1735000095000,US,COLA,BHZ,0,6.06014473612669,97.21398609372233,6.757358930447785e-05,2.353417823000456e-05,6.849548363572228,6.193967737883206,0,-6.340446024108667,2.8712836928360206,0.00046284856804118806,589.1308261037645
1735000096000,US,COLA,BHZ,0,7.071182808614033,73.53527024692733,9.77236884894554e-05,1.1772795306537148e-06,12.73790534315936,1.3659537228813172,0,-6.020000298698353,83.00100854921132,0.0012447950937630747,519.9813387968595
1735000097000,US,COLA,BHZ,0,6.288080029317854,79.80406593053341,1.1087416986420744e-05,4.5391366402395e-06,4.304921459094878,6.967798514128503,0,-7.910339237585257,2.4425730282781086,4.773045931077572e-05,501.8143532361525
1735000098000,US,COLA,BHZ,0,19.930442892035327,97.77055755774836,1.8236742804920087e-06,1.330028376117181e-05,6.614832954125787,2.387374704951677,1,-9.47810545352493,0.13711441062444477,1.2063300728190173e-05,1948.6105139271567
1735000099000,IU,TAU,BHZ,0,10.052880960834791,53.55675199287004,4.392469647062882e-05,1.8786859206431831e-06,1.078876722174393,7.120786221958316,1,-6.714582461786517,23.379298294715582,4.738933255073714e-05,538.399652433274
1735000100000,IU,TAU,BHZ,0,3.3303815609581164,110.65990752477477,1.0169922822085354e-05,3.175307863938842e-05,7.0116384549557,3.467704689103621,0,-7.985364685711961,0.320280465070354,7.130782194326527e-05,368.5397155578402
1735000101000,US,COLA,BHZ,0,24.28936049323866,68.6331753970754,7.50900506179469e-05,2.160671866168032e-05,8.875389669238439,6.058785021321406,1,-6.248835205831174,3.4752941556879478,0.0006664534595171174,1667.055939015243
1735000102000,US,MAJO,BHZ,0,22.32707535415879,27.37503051188828,9.154031772100732e-05,2.763318753503709e-05,8.778152279406099,3.2345770845033197,1,-6.076775169086375,3.3126828505273056,0.0008035548486602189,611.2043690613257
1735000103000,US,ANMO,BHZ,0,23.3383025134899,86.54890299856827,4.396807629816713e-05,9.145035701868314e-06,5.320187036528295,7.341381698642532,1,-6.713725070642191,4.807810155204654,0.00023391838954259572,2019.9044803912793
1735000104000,US,COLA,BHZ,0,24.88287992086801,97.258748548208,2.661245257338866e-05,1.51486354571125e-05,5.075231119615465,1.8864598786286204,1,-7.14983019903652,1.7567441618299444,0.00013506434746975277,2420.0777613789555
1735000105000,US,MAJO,BHZ,0,5.999590732048208,44.84378447742793,4.400592858165437e-05,3.335931150520989e-05,2.0460424745806693,2.2496385249081907,0,-6.712977620807079,1.3191458300990042,9.003799901142832e-05,269.04435374074393
1735000106000,US,ANMO,BHZ,0,11.113566434761152,104.28971826986285,7.26213339671501e-05,4.828248481970479e-05,5.818575649370891,4.451210876111616,1,-6.277871555758082,1.5040896057725626,0.00042255272544609076,1159.0307124546446
1735000107000,US,COLA,BHZ,0,19.4394849411941,109.6757580242343,1.896361996456727e-06,2.9956302933093558e-06,1.9426726986579876,1.5735690732670229,1,-9.444157513260174,0.6330216043453742,3.684010677289039e-06,2132.0402465261504
1735000108000,US,COLA,BHZ,0,18.00847421523722,40.45949361155898,5.935594495898502e-05,4.457402388233568e-05,11.615641198324749,2.371861292912333,1,-6.453071553129608,1.3316233677563596,0.0006894573596310826,728.613747465315
1735000109000,IU,TAU,BHZ,0,5.539605845816666,118.18736199867443,6.171587680385053e-05,2.905561946490482e-05,14.510977317348695,7.606364675484101,0,-6.419206193122875,2.124052611341961,0.0008955576884209615,654.7114014295074
1735000110000,US,ANMO,BHZ,0,20.764161874784207,25.478268085363425,6.413113644269762e-05,2.841401855440337e-05,14.56607962166725,7.83542762803521,1,-6.385862128105034,2.257016571529689,0.0009341392396523397,529.0348828136345
1735000111000,IU,ANMO,BHZ,0,7.162133152243195,32.2217235242739,2.496018591810685e-05,2.5263787492784136e-05,13.04353094094321,3.633815305312954,0,-7.2055043681949975,0.987978826506252,0.0003255689573145217,230.77627427561652
1735000112000,US,MAJO,BHZ,0,7.1478051409203305,30.264732316182872,7.169121961443455e-05,3.935007252257078e-06,9.211486165424477,7.46300214709755,0,-6.289068062625514,18.218364842105455,0.0006603826776607717,216.3264092381896
1735000113000,US,TAU,BHZ,0,14.350411726548511,108.33886810086577,1.0047757146845865e-05,4.948904160939953e-06,10.66255261003626,4.813772729714023,1,-7.995861740657098,2.030258375239983,0.00010713473919111185,1554.7073632356567
1735000114000,IU,TAU,BHZ,0,15.637618501359173,81.97218075574581,2.072776331021328e-05,3.0245144280124763e-05,4.635484138866004,2.8881972611163693,1,-7.3668951183824785,0.6853230583372818,9.608321805866236e-05,1281.849690382809
1735000115000,US,TAU,BHZ,0,15.341982780269657,26.731471154450016,8.786953461879372e-05,1.7377449286060134e-05,9.646171092503,5.916791047564191,1,-6.112323347471179,5.056497505622419,0.0008476045647514995,410.1137701428472
1735000116000,IU,TAU,BHZ,0,4.1041972601483625,58.43557602051839,7.413359192193007e-05,4.59047692955952e-05,7.106918466878224,5.612312646024001,0,-6.259969913851171,1.614939614457056,0.0005268613934459791,239.83113099860293
1735000117000,US,ANMO,BHZ,0,22.181599840498748,77.68278275767823,2.36080984712318e-06,2.062623159929388e-05,7.489251426765521,7.923877233761133,1,-9.253877984055892,0.11445611817876523,1.7680698515889367e-05,1723.1284016272143
1735000118000,US,ANMO,BHZ,0,8.10880097954024,19.18104934883216,2.5589249776610224e-05,7.592432205780734e-06,11.48776012543979,2.8553310118649837,0,-7.183884893067715,3.3703182394310174,0.00029396316322366197,155.5353117484199
1735000119000,IU,COLA,BHZ,0,4.978843189504496,107.06580052480726,2.2226241816323293e-05,3.5878582258350785e-05,4.587816156160149,5.704416518632148,0,-7.306267929879926,0.6194832256179119,0.0001019699112956503,533.0638317717835
1735000120000,US,COLA,BHZ,0,22.44120583698648,98.39638889856889,2.7809826475660286e-05,1.5020994361329989e-05,5.111574369570539,1.3641662852061285,1,-7.11160344196951,1.8513848463167477,0.00014215199623518932,2208.1336168889557
1735000121000,IU,TAU,BHZ,0,23.979984459284328,65.5727450934302,2.5508417257708755e-05,2.6510780214116714e-05,13.907305971365233,1.795522270877036,1,-7.186632975180892,0.9621867343403347,0.00035475336364820895,1572.4334082930689
